INDEX,RCR,DATE,TIME,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,COURSE,SPEED,
1,T,08/12/06,12:27:01,47.91695,N,106.93030,E,1360.2m,115.0,1km/h
2,T,08/12/06,12:27:06,47.91695,N,106.93030,E,1359.7m,119.0,1km/h
3,T,08/12/06,12:27:09,47.91695,N,106.93031,E,1359.5m,124.4,1km/h
4,T,08/12/06,12:27:11,47.91695,N,106.93031,E,1359.2m,125.6,1km/h
5,T,08/12/06,12:27:15,47.91695,N,106.93031,E,1358.8m,123.6,1km/h
6,T,08/12/06,12:27:18,47.91694,N,106.93031,E,1358.4m,124.1,1km/h
7,T,08/12/06,12:27:21,47.91694,N,106.93032,E,1357.8m,128.3,1km/h
8,T,08/12/06,12:27:24,47.91694,N,106.93032,E,1357.2m,126.5,1km/h
9,T,08/12/06,12:27:24,47.91694,N,106.93032,E,1357.2m,126.5,1km/h
10,T,08/12/06,12:27:29,47.91694,N,106.93033,E,1356.2m,129.9,1km/h
11,T,08/12/06,12:27:32,47.91694,N,106.93033,E,1355.7m,128.8,1km/h
12,T,08/12/06,12:27:35,47.91694,N,106.93033,E,1355.0m,124.5,1km/h
13,T,08/12/06,12:27:38,47.91694,N,106.93033,E,1354.1m,128.7,1km/h
14,T,08/12/06,12:27:41,47.91693,N,106.93034,E,1353.3m,131.2,1km/h
15,T,08/12/06,12:27:44,47.91693,N,106.93034,E,1352.7m,126.6,1km/h
16,T,08/12/06,12:27:46,47.91693,N,106.93034,E,1352.4m,149.0,0km/h
17,T,08/12/06,12:27:50,47.91694,N,106.93034,E,1352.4m,118.0,1km/h
18,T,08/12/06,12:27:52,47.91694,N,106.93034,E,1352.4m,109.8,1km/h
19,T,08/12/06,12:27:55,47.91694,N,106.93034,E,1352.4m,126.4,0km/h
20,T,08/12/06,12:27:58,47.91694,N,106.93034,E,1352.3m,118.5,0km/h
21,T,08/12/06,12:28:01,47.91694,N,106.93034,E,1352.4m,114.2,1km/h
22,T,08/12/06,12:28:04,47.91693,N,106.93034,E,1352.2m,99.32,1km/h
23,T,08/12/06,12:28:06,47.91693,N,106.93034,E,1351.9m,103.0,0km/h
24,T,08/12/06,12:28:10,47.91693,N,106.93034,E,1351.5m,138.9,0km/h
25,T,08/12/06,12:28:13,47.91693,N,106.93034,E,1351.1m,116.0,1km/h
26,T,08/12/06,12:28:16,47.91693,N,106.93034,E,1350.3m,123.9,1km/h
27,T,08/12/06,12:28:19,47.91693,N,106.93035,E,1349.2m,110.8,1km/h
28,T,08/12/06,12:28:21,47.91693,N,106.93035,E,1347.7m,152.4,3km/h
29,T,08/12/06,12:28:24,47.91693,N,106.93035,E,1347.6m,140.0,1km/h
30,T,08/12/06,12:28:27,47.91693,N,106.93036,E,1348.1m,127.3,0km/h
31,T,08/12/06,12:28:30,47.91694,N,106.93036,E,1348.5m,47.17,3km/h
32,T,08/12/06,12:28:33,47.91694,N,106.93037,E,1349.1m,52.17,3km/h
33,T,08/12/06,12:28:36,47.91695,N,106.93037,E,1349.9m,50.11,0km/h
34,T,08/12/06,12:28:39,47.91695,N,106.93037,E,1350.9m,34.30,0km/h
35,T,08/12/06,12:28:41,47.91695,N,106.93037,E,1350.3m,98.41,0km/h
36,T,08/12/06,12:28:45,47.91696,N,106.93038,E,1349.4m,86.75,1km/h
37,T,08/12/06,12:28:47,47.91696,N,106.93038,E,1348.7m,129.0,0km/h
38,T,08/12/06,12:28:50,47.91696,N,106.93038,E,1348.3m,109.9,0km/h
39,T,08/12/06,12:28:53,47.91697,N,106.93038,E,1347.9m,116.4,0km/h
40,T,08/12/06,12:28:56,47.91697,N,106.93038,E,1347.4m,105.4,1km/h
41,T,08/12/06,12:28:59,47.91697,N,106.93038,E,1346.9m,101.2,0km/h
42,T,08/12/06,12:29:01,47.91697,N,106.93038,E,1346.7m,140.9,0km/h
43,T,08/12/06,12:29:05,47.91698,N,106.93038,E,1346.4m,151.3,1km/h
44,T,08/12/06,12:29:08,47.91698,N,106.93038,E,1346.0m,135.4,1km/h
45,T,08/12/06,12:29:11,47.91698,N,106.93038,E,1345.6m,66.33,0km/h
46,T,08/12/06,12:29:14,47.91698,N,106.93038,E,1345.5m,49.32,0km/h
47,T,08/12/06,12:29:16,47.91698,N,106.93038,E,1345.5m,40.72,0km/h
48,T,08/12/06,12:29:19,47.91698,N,106.93038,E,1345.2m,127.7,1km/h
49,T,08/12/06,12:29:22,47.91698,N,106.93038,E,1344.9m,137.7,1km/h
50,T,08/12/06,12:29:25,47.91699,N,106.93038,E,1344.9m,53.55,0km/h
51,T,08/12/06,12:29:28,47.91699,N,106.93038,E,1345.1m,13.88,1km/h
52,T,08/12/06,12:29:31,47.91702,N,106.93039,E,1349.1m,57.53,1km/h
53,T,08/12/06,12:29:34,47.91703,N,106.93040,E,1351.9m,48.66,1km/h
54,T,08/12/06,12:29:36,47.91704,N,106.93040,E,1354.1m,40.66,1km/h
55,T,08/12/06,12:29:40,47.91706,N,106.93041,E,1355.9m,59.51,1km/h
56,T,08/12/06,12:29:42,47.91706,N,106.93041,E,1357.2m,37.24,1km/h
57,T,08/12/06,12:29:45,47.91707,N,106.93041,E,1358.2m,54.01,1km/h
58,T,08/12/06,12:29:48,47.91708,N,106.93041,E,1359.3m,74.68,0km/h
59,T,08/12/06,12:29:51,47.91709,N,106.93041,E,1360.0m,30.26,0km/h
60,T,08/12/06,12:29:54,47.91709,N,106.93042,E,1360.9m,48.08,1km/h
61,T,08/12/06,12:29:56,47.91710,N,106.93042,E,1361.6m,60.28,1km/h
62,T,08/12/06,12:30:00,47.91710,N,106.93042,E,1362.2m,91.16,0km/h
63,T,08/12/06,12:30:03,47.91711,N,106.93042,E,1362.9m,69.61,0km/h
64,T,08/12/06,12:30:06,47.91711,N,106.93042,E,1363.5m,36.91,1km/h
65,T,08/12/06,12:30:09,47.91712,N,106.93042,E,1364.0m,39.03,0km/h
66,T,08/12/06,12:30:11,47.91712,N,106.93042,E,1364.4m,89.96,1km/h
67,T,08/12/06,12:30:14,47.91712,N,106.93042,E,1364.7m,115.7,1km/h
68,T,08/12/06,12:30:17,47.91712,N,106.93042,E,1365.3m,35.92,0km/h
69,T,08/12/06,12:30:20,47.91712,N,106.93042,E,1365.7m,47.11,1km/h
70,T,08/12/06,12:30:23,47.91713,N,106.93042,E,1366.1m,113.4,1km/h
71,T,08/12/06,12:30:26,47.91713,N,106.93042,E,1366.6m,117.8,1km/h
72,T,08/12/06,12:30:29,47.91713,N,106.93042,E,1367.0m,55.70,0km/h
73,T,08/12/06,12:30:31,47.91713,N,106.93042,E,1367.3m,58.81,0km/h
74,T,08/12/06,12:30:35,47.91713,N,106.93042,E,1367.6m,110.4,1km/h
75,T,08/12/06,12:30:37,47.91713,N,106.93042,E,1367.8m,118.5,1km/h
76,T,08/12/06,12:30:40,47.91713,N,106.93042,E,1368.2m,112.9,1km/h
77,T,08/12/06,12:30:43,47.91713,N,106.93042,E,1368.4m,55.05,0km/h
78,T,08/12/06,12:30:46,47.91713,N,106.93042,E,1368.6m,68.35,0km/h
79,T,08/12/06,12:30:49,47.91713,N,106.93042,E,1368.6m,146.5,1km/h
80,T,08/12/06,12:30:51,47.91713,N,106.93042,E,1368.6m,136.4,1km/h
81,T,08/12/06,12:30:55,47.91713,N,106.93042,E,1368.6m,52.30,0km/h
82,T,08/12/06,12:30:58,47.91713,N,106.93042,E,1368.6m,78.73,0km/h
83,T,08/12/06,12:31:01,47.91713,N,106.93042,E,1368.5m,127.8,3km/h
84,T,08/12/06,12:31:04,47.91712,N,106.93042,E,1368.5m,111.5,3km/h
85,T,08/12/06,12:31:06,47.91712,N,106.93042,E,1368.3m,151.6,0km/h
86,T,08/12/06,12:31:09,47.91712,N,106.93042,E,1367.9m,60.01,1km/h
87,T,08/12/06,12:31:12,47.91712,N,106.93042,E,1367.6m,113.0,3km/h
88,T,08/12/06,12:31:15,47.91712,N,106.93042,E,1367.3m,145.7,3km/h
89,T,08/12/06,12:31:18,47.91711,N,106.93041,E,1367.1m,86.11,0km/h
90,T,08/12/06,12:31:21,47.91711,N,106.93041,E,1366.8m,75.49,0km/h
91,T,08/12/06,12:31:24,47.91709,N,106.93041,E,1364.1m,130.5,3km/h
92,T,08/12/06,12:31:26,47.91708,N,106.93041,E,1359.7m,143.9,3km/h
93,T,08/12/06,12:31:30,47.91706,N,106.93042,E,1356.9m,115.6,1km/h
94,T,08/12/06,12:31:33,47.91705,N,106.93043,E,1354.6m,125.8,1km/h
95,T,08/12/06,12:31:35,47.91705,N,106.93043,E,1352.6m,137.8,5km/h
96,T,08/12/06,12:31:38,47.91705,N,106.93044,E,1350.9m,128.1,5km/h
97,T,08/12/06,12:31:41,47.91704,N,106.93045,E,1349.4m,110.2,1km/h
98,T,08/12/06,12:31:44,47.91704,N,106.93046,E,1348.4m,100.8,1km/h
99,T,08/12/06,12:31:47,47.91704,N,106.93047,E,1347.0m,114.3,3km/h
100,T,08/12/06,12:31:50,47.91703,N,106.93045,E,1348.9m,136.0,3km/h
101,T,08/12/06,12:31:53,47.91703,N,106.93044,E,1350.2m,57.86,0km/h
102,T,08/12/06,12:31:56,47.91702,N,106.93043,E,1351.2m,42.21,0km/h
103,T,08/12/06,12:31:59,47.91702,N,106.93044,E,1351.4m,114.3,1km/h
104,T,08/12/06,12:32:01,47.91702,N,106.93044,E,1353.7m,104.7,1km/h
105,T,08/12/06,12:32:04,47.91702,N,106.93044,E,1355.6m,49.54,1km/h
106,T,08/12/06,12:32:07,47.91703,N,106.93045,E,1355.3m,37.06,1km/h
107,T,08/12/06,12:32:10,47.91704,N,106.93046,E,1355.0m,50.62,3km/h
108,T,08/12/06,12:32:13,47.91705,N,106.93047,E,1354.4m,143.9,3km/h
109,T,08/12/06,12:32:16,47.91705,N,106.93049,E,1353.9m,137.5,1km/h
110,T,08/12/06,12:32:19,47.91706,N,106.93050,E,1353.3m,53.09,1km/h
111,T,08/12/06,12:32:21,47.91707,N,106.93050,E,1350.7m,153.3,0km/h
112,T,08/12/06,12:32:25,47.91704,N,106.93052,E,1345.7m,126.9,7km/h
113,T,08/12/06,12:32:27,47.91703,N,106.93053,E,1341.9m,124.8,7km/h
114,T,08/12/06,12:32:30,47.91703,N,106.93054,E,1339.2m,123.1,3km/h
115,T,08/12/06,12:32:33,47.91703,N,106.93054,E,1337.2m,124.2,1km/h
116,T,08/12/06,12:32:36,47.91704,N,106.93055,E,1337.4m,46.31,1km/h
117,T,08/12/06,12:32:39,47.91705,N,106.93056,E,1336.9m,359.2,1.1km/h
118,T,08/12/06,12:32:41,47.91706,N,106.93056,E,1336.8m,127.5,1km/h
119,T,08/12/06,12:32:45,47.91703,N,106.93054,E,1339.6m,184.1,3.5km/h
120,T,08/12/06,12:32:48,47.91698,N,106.93055,E,1340.3m,180.0,8.3km/h
121,T,08/12/06,12:32:51,47.91692,N,106.93056,E,1340.4m,167.2,6.6km/h
122,T,08/12/06,12:32:54,47.91687,N,106.93058,E,1340.6m,172.2,7.5km/h
123,T,08/12/06,12:32:56,47.91680,N,106.93057,E,1334.2m,183.7,5.3km/h
124,T,08/12/06,12:32:59,47.91672,N,106.93054,E,1327.4m,200.2,4.0km/h
125,T,08/12/06,12:33:02,47.91665,N,106.93054,E,1322.8m,141.1,5.5km/h
126,T,08/12/06,12:33:05,47.91662,N,106.93060,E,1321.2m,76.50,7.5km/h
127,T,08/12/06,12:33:08,47.91666,N,106.93063,E,1320.5m,8.47,7.2km/h
128,T,08/12/06,12:33:11,47.91672,N,106.93061,E,1320.6m,351.2,8.5km/h
129,T,08/12/06,12:33:14,47.91679,N,106.93059,E,1319.7m,352.7,10.1km/h
130,T,08/12/06,12:33:16,47.91684,N,106.93058,E,1319.0m,352.9,10.9km/h
131,T,08/12/06,12:33:20,47.91698,N,106.93056,E,1319.2m,353.3,12.4km/h
132,T,08/12/06,12:33:22,47.91704,N,106.93054,E,1319.2m,353.3,12.5km/h
133,T,08/12/06,12:33:25,47.91714,N,106.93052,E,1318.2m,354.2,12.2km/h
134,T,08/12/06,12:33:28,47.91722,N,106.93051,E,1317.9m,354.3,9.0km/h
135,T,08/12/06,12:33:31,47.91729,N,106.93051,E,1316.5m,15.54,9.2km/h
136,T,08/12/06,12:33:34,47.91733,N,106.93060,E,1316.3m,80.15,10.5km/h
137,T,08/12/06,12:33:37,47.91733,N,106.93072,E,1316.2m,87.09,12.4km/h
138,T,08/12/06,12:33:40,47.91734,N,106.93087,E,1316.4m,85.90,13.8km/h
139,T,08/12/06,12:33:43,47.91734,N,106.93102,E,1316.1m,87.67,13.7km/h
140,T,08/12/06,12:33:46,47.91735,N,106.93118,E,1316.1m,85.39,13.5km/h
141,T,08/12/06,12:33:49,47.91736,N,106.93133,E,1315.6m,88.97,13.1km/h
142,T,08/12/06,12:33:51,47.91736,N,106.93142,E,1315.2m,84.62,12.0km/h
143,T,08/12/06,12:33:54,47.91736,N,106.93155,E,1314.9m,85.86,11.6km/h
144,T,08/12/06,12:33:57,47.91738,N,106.93166,E,1314.1m,65.68,9.4km/h
145,T,08/12/06,12:34:00,47.91742,N,106.93174,E,1313.7m,39.58,9.2km/h
146,T,08/12/06,12:34:03,47.91751,N,106.93179,E,1313.4m,6.54,13.7km/h
147,T,08/12/06,12:34:06,47.91762,N,106.93179,E,1312.4m,359.5,15.0km/h
148,T,08/12/06,12:34:09,47.91774,N,106.93179,E,1312.7m,0.97,14.2km/h
149,T,08/12/06,12:34:11,47.91781,N,106.93178,E,1312.8m,355.2,14.8km/h
150,T,08/12/06,12:34:15,47.91796,N,106.93175,E,1312.9m,349.4,15.0km/h
151,T,08/12/06,12:34:17,47.91803,N,106.93173,E,1311.8m,348.1,13.1km/h
152,T,08/12/06,12:34:20,47.91814,N,106.93170,E,1312.3m,354.0,13.1km/h
